995,995,996.5,995.5,35.7,26.1,28.7,35.1,27,29.5,42,36,55,44,4.4,2.4,0.8,2.5,0,0,9,3,27,17
996.9,999,1000.8,998.9,27,18.2,20.5,20.5,18.2,19.4,79,76,83,79,2.4,2.4,2.4,2.4,10,9,9,9.3,17,14
1001.2,999.1,1000.2,1000.2,25.6,16.4,17.3,24.5,20.9,20.9,68,40,45,51,2.4,2.4,0.8,1.9,5,1,0,2,14,19
1001.3,1000.4,1001.9,1001.2,27.4,14.1,16.5,26.8,20.7,21.2,70,33,68,57,0.8,2.4,0.8,1.4,0,4,6,3.3,19,19
1002.5,1001.2,1001,1001.6,27.9,17.2,18.4,26.8,21.2,21.9,77,42,62,60,0.8,0.8,0.8,0.8,2,6,3,3.7,19,18
1001.5,1000.9,1000.7,1001,30.8,16.7,21.5,30.2,24.2,25,58,34,46,46,0.8,2.4,0.8,1.4,1,0,0,0.3,18,26
1001.2,1001,1001.6,1001.3,34.5,20.2,24.8,33.9,28.3,28.8,37,28,41,35,2.4,0.8,2.4,1.9,1,0,0,0.3,26,27
1003.3,1002.8,1002.6,1002.9,35.9,22,26.2,35.8,28.4,29.7,44,25,44,38,2.4,2.4,2.4,2.4,0,0,0,0,27,31
1003.6,1003.2,1003.8,1003.5,34.9,22.9,25.9,34.2,29,29.5,47,26,43,39,2.4,2.4,0.8,1.9,0,0,0,0,31,33
1007.6,1006.2,1005.7,1006.5,29.7,18.4,19.2,28.8,25.3,24.7,75,50,67,64,2.4,0.8,0.8,1.4,5,0,0,1.7,33,46
1007,1005.2,1004.9,1005.7,33.2,21.5,22.8,32.3,28.1,27.8,77,41,53,57,0.8,2.4,2.4,1.9,4,3,0,2.3,46,48
1004.9,1003,1002.6,1003.5,34.3,22.6,25.1,33.6,28.6,29,54,31,43,43,4.4,4.4,2.4,3.7,6,5,5,5.3,48,32
1003.9,1002.3,1003,1003.1,31.9,22.2,22.7,31.2,25.8,26.4,74,40,57,57,0.8,4.4,0.8,2,9,1,6,5.3,32,32
1004.5,1002.8,1001.7,1003,32.4,21.9,23.9,31.6,26.1,26.9,67,41,64,57,2.4,2.4,0.8,1.9,8,3,6,5.7,32,29
1004,1002.6,1003,1003.2,34.9,19.6,21.5,34.2,27.4,27.6,80,34,44,53,0,2.4,2.4,1.6,5,1,0,2,29,36
1003.7,1001.7,1002.1,1002.5,35.3,22.9,25.1,34.8,27.6,28.8,48,28,38,38,2.4,4.4,2.4,3,0,1,0,0.3,36,35
1002,1001.3,1001.6,1001.6,35,22,25.2,34.5,27.5,28.7,39,22,36,32,2.4,2.4,2.4,2.4,0,5,0,1.7,35,44
1003.4,1002.7,1002.7,1002.9,33.9,20.4,22.9,32.6,27.2,27.5,54,33,51,46,0.8,0.8,2.4,1.4,3,5,4,4,44,42
1002.3,1000.1,999.3,1000.6,33.4,20.3,22.2,32.6,27.6,27.5,67,34,46,49,0.8,0.8,2.4,1.4,0,1,3,1.3,42,35
998.8,997.2,997.5,997.8,33.5,21.9,24.1,32.7,26.2,27.3,44,25,32,34,2.4,2.4,2.4,2.4,0,0,0,0,35,37
997.7,997.1,997.8,997.5,34.5,20.4,22.5,34.4,27.1,27.8,39,22,32,31,2.4,2.4,2.4,2.4,2,3,3,2.7,37,21
1003,1004.7,1006.3,1004.7,27.1,18.4,19.3,20.1,18.4,19.1,70,67,72,70,2.4,2.4,0.8,1.9,9,10,10,9.7,21,17
1006.1,1003.3,1001.7,1003.7,25.3,15.6,16.8,24.3,19.1,19.8,82,48,66,65,0.8,2.4,0.8,1.4,9,5,0,4.7,17,34
1000.1,998,999.1,999.1,28.4,14.6,17.6,26.9,23.5,22.9,70,44,57,57,0.8,0.8,2.4,1.4,0,1,4,1.7,34,40
1001.4,1000.9,1001.5,1001.3,29.3,17.9,20,29,23.9,24.2,76,36,45,52,0.8,2.4,0.8,1.4,2,6,10,6,40,35
1000.2,998.2,1000.8,999.7,29.4,18.4,19.9,28.5,18.6,21.4,62,41,93,65,2.4,2.4,0.8,1.9,4,6,5,5,35,32
1001.3,999.5,998.2,999.7,30.1,15.8,15.8,28.1,24.3,23.1,97,57,45,66,0.8,0.8,4.4,2,6,2,4,4,32,26
