Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20
8,"14,0","12,8","12,0","12,9",W,"0,8",NNW,"2,4",W,"0,8","1,4",-,6,4,5,"5,0","35,6",.,.
9,"13,0","11,5","11,9","12,1",W,"0,8",NNE,"2,4",ENE,"0,8","1,4",-,0,1,0,"0,3",.,.,.
10,"14,0","12,1","14,8","13,6",ENE,"0,8",NE,"0,8",N,"2,4","1,4",-,2,9,8,"6,3",.,.,.
11,"14,9","12,9","14,0","13,9",NNW,"2,4",NW,"2,4",C,"0,0","1,6",-,0,2,0,"0,7",.,.,.
12,"14,2","14,5","17,6","15,4",WSW,"0,8",S,"2,4",SE,"0,8","1,4",-,0,5,0,"1,7",.,.,.
13,"16,7","15,3","16,4","16,1",WSW,"0,8",NNW,"2,4",NE,"2,4","1,9",-,9,5,2,"5,3",.,.,.
14,"19,2","18,8","17,9","18,6",NNW,"0,8",WSW,"2,4",W,"0,8","1,4",-,8,8,0,"5,3",.,.,.
15,"16,2","11,6","11,2","13,0",WSW,"2,4",NW,"2,4",NNE,"0,8","1,9",-,1,2,0,"1,0","1,0",.,.
16,"13,8","12,2","16,6","14,2",W,"0,8",NNE,"2,4",W,"2,4","1,9",-,1,2,10,"4,3",.,.,.
17,"17,7","9,4","10,9","12,7",W,"0,8",NNW,"4,4",NNW,"2,4","2,5",-,9,8,8,"8,3","0,2",.,.
18,"11,9","16,8","17,6","15,4",NW,"0,8",NW,"2,4",WSW,"2,4","1,9",-,9,10,10,"9,7","0,0",.,.
19,"17,5","12,6","14,5","14,9",WSW,"0,8",N,"2,4",SSE,"0,8","1,4",-,6,4,0,"3,3","3,2",.,.
20,"16,4","13,9","16,5","15,6",WSW,"0,8",NNW,"0,8",SSE,"0,8","0,8",-,1,4,0,"1,7",.,.,.
21,"17,6","12,4","23,0","17,7",C,"0,0",WNW,"0,8",ESE,"0,8","0,6",-,0,1,10,"3,7",.,.,.
22,"19,8","17,8","18,6","18,7",WSW,"2,4",WSW,"2,4",SSE,"0,8","1,9",-,0,2,0,"0,7","7,8",.,.
23,"19,3","18,3","19,6","19,1",WSW,"0,8",W,"2,4",SW,"2,4","1,9",-,6,6,8,"6,7",.,.,.
24,"19,6","14,5","16,5","16,9",WNW,"2,4",NNW,"2,4",SSE,"0,8","1,9",-,3,3,0,"2,0","0,2",.,.
25,"18,5","16,9","15,8","17,1",SSE,"2,4",SE,"2,4",SE,"2,4","2,4",-,0,0,8,"2,7",.,.,.
26,"21,1","19,9","17,7","19,6",NW,"0,8",W,"2,4",NW,"0,8","1,4",-,9,6,0,"5,0","1,5",.,.
27,"19,2","17,2","17,6","18,0",W,"0,8",ESE,"2,4",SSE,"0,8","1,4",-,0,3,8,"3,7",.,.,.
28,"18,8","18,2","18,9","18,6",SE,"2,4",S,"2,4",S,"2,4","2,4",-,0,7,5,"4,0",.,.,.
29,"16,6","12,3","17,0","15,3",SE,"2,4",W,"4,4",SW,"0,8","2,5",-,1,4,3,"2,7",.,.,.
30,"14,9","13,1","17,9","15,3",S,"0,8",WSW,"2,4",NNE,"2,4","1,9",-,0,2,5,"2,3",.,.,.
dek1,"17,4","16,1","16,5","16,7","1,3","2,0","1,5","1,5",-,"4,3","5,5","4,7","4,8","39,1",,,,,
dek2,"15,9","13,8","15,3","15,0","1,1","2,4","1,4","1,6",-,"4,4","5,0","3,0","4,1","4,4",,,,,
dek3,"18,5","16,1","18,3","17,6","1,5","2,4","1,5","1,8",-,"1,9","3,4","4,7","3,4","9,5",,,,,
mes,"17,3","15,3","16,7","16,4","1,3","2,3","1,4","1,6",-,"3,5","4,6","4,1","4,1","53,0",,,,,
Д,Напон,водене,паре,Правац,и,брзина,ветра,Инсо-,Облачност,Пада-,Снег,Појаве,,,,,,,
а,(mb),(m/s),лација,у,десетинама,вине,(сm),,,,,,,,,,,,
н,07,14,21,ср.,07,14,21,ср.,(h),07,14,21,ср.,(mm),У,Н,,,
Д,Ваздушни,притисак,у,mb,Температура,ваздуха,у,°,C,Релативна,влажност,,,,,,,,
а,Екстреми,мин,Терминске,Термини,,,,,,,,,,,,,,,
н,07,14,21,ср.,мах,мин,амп,5сm,07,14,21,ср.,07,14,21,ср.,,,
БЕОГРАД,ширина,"44°48',",дужина,"20°28',",висина,132m,ЈУЛИ,2017,,,,,,,,,,,
1,"997,5","996,4","997,2","997,0","29,6","20,6","9,0","19,2","22,5","28,6","23,4","24,5",62,40,52,51,,,
2,"997,8","995,3","997,1","996,7","29,0","17,6","11,4","13,2","22,2","27,6","17,6","21,3",65,37,93,65,,,
3,"997,7","999,3","1001,9","999,6","25,7","16,8","8,9","16,4","19,0","24,5","21,2","21,5",70,43,53,55,,,
4,"1005,2","1004,6","1004,9","1004,9","27,6","14,5","13,1","11,6","17,7","26,6","22,0","22,1",69,34,45,49,,,
5,"1005,6","1003,5","1003,1","1004,1","30,2","16,6","13,6","12,8","22,0","29,7","24,1","25,0",50,32,47,43,,,
6,"1002,5","1001,6","1002,4","1002,2","33,7","19,0","14,7","14,0","23,8","33,0","27,9","28,2",49,33,40,41,,,
7,"1002,7","1000,0","998,1","1000,3","35,6","20,8","14,8","16,2","26,4","34,4","28,2","29,3",51,26,40,39,,,
8,"1000,6","999,1","998,9","999,5","33,6","20,8","12,8","18,0","23,4","33,0","28,3","28,3",66,35,46,49,,,
9,"999,4","999,0","999,2","999,2","34,7","22,6","12,1","18,5","25,7","34,2","27,4","28,7",64,31,45,47,,,
10,"998,3","996,2","995,4","996,6","38,2","24,6","13,6","20,1","26,4","37,2","30,5","31,2",55,28,47,43,,,
11,"997,8","997,0","996,8","997,2","37,6","24,8","12,8","19,3","29,4","36,8","30,4","31,8",45,25,37,36,,,
12,"999,4","997,5","995,5","997,5","32,0","23,0","9,0","21,6","23,8","31,4","27,1","27,4",66,39,50,52,,,
13,"998,7","999,9","1000,8","999,8","28,0","20,2","7,8","19,6","21,5","27,5","21,8","23,2",90,37,46,58,,,
14,"1000,6","998,0","997,4","998,7","27,5","15,0","12,5","12,0","16,8","26,2","22,6","22,1",63,36,39,46,,,
15,"999,1","998,6","1001,4","999,7","27,2","17,6","9,6","15,6","19,0","26,7","20,0","21,4",65,36,54,52,,,
16,"1003,6","1002,6","1003,3","1003,2","25,6","14,9","10,7","12,5","16,5","25,2","20,8","20,8",72,35,46,51,,,
17,"1005,3","1004,0","1004,0","1004,4","28,1","15,2","12,9","11,6","18,6","26,5","24,2","23,4",62,37,42,47,,,
18,"1005,6","1003,6","1003,1","1004,1","31,0","17,0","14,0","12,8","20,8","30,1","24,3","24,9",62,31,41,45,,,
19,"1002,6","999,7","998,7","1000,3","34,6","18,6","16,0","14,1","24,6","34,0","26,8","28,1",44,27,36,36,,,
20,"998,2","995,8","995,4","996,5","35,0","22,0","13,0","17,8","25,4","34,0","28,2","29,0",48,30,38,39,,,
21,"997,3","997,4","997,9","997,5","36,0","23,9","12,1","19,4","27,7","35,2","29,8","30,6",40,31,47,39,,,
22,"998,9","998,1","997,1","998,0","36,7","23,3","13,4","19,6","28,4","35,1","30,5","31,1",54,32,41,42,,,
23,"997,9","996,8","996,3","997,0","36,0","23,3","12,7","21,4","26,3","35,2","29,9","30,3",56,36,44,45,,,
24,"994,4","989,3","986,1","989,9","36,8","24,7","12,1","22,6","27,2","36,0","30,9","31,3",54,27,46,42,,,
25,"988,1","990,5","990,7","989,8","30,9","18,2","12,7","19,7","20,1","21,0","19,8","20,2",87,66,66,73,,,
26,"991,2","990,7","990,2","990,7","26,6","17,2","9,4","15,0","17,7","25,2","21,6","21,5",82,40,50,57,,,
27,"994,1","994,2","995,9","994,7","23,9","16,2","7,7","15,4","17,0","21,4","19,3","19,3",79,59,65,68,,,
28,"997,0","997,3","998,2","997,5","28,9","15,6","13,3","13,5","17,6","26,3","23,9","22,9",76,45,52,58,,,
29,"1002,7","1002,5","1002,3","1002,5","31,4","19,4","12,0","16,3","20,6","30,2","25,0","25,2",66,35,55,52,,,
30,"1002,1","1000,0","1001,3","1001,1","35,5","19,8","15,7","15,8","25,1","34,4","28,9","29,3",52,27,40,40,,,
31,"1001,5","1001,0","1002,6","1001,7","35,8","22,6","13,2","19,9","25,1","34,6","28,8","29,3",57,35,51,48,,,
dek1,"1000,7","999,5","999,8","1000,0","31,8","19,4","12,4","16,0","22,9","30,9","25,1","26,0",60,34,51,48,,,
dek2,"1001,1","999,7","999,6","1000,1","30,7","18,8","11,8","15,7","21,6","29,8","24,6","25,2",62,33,43,46,,,
dek3,"996,8","996,2","996,2","996,4","32,6","20,4","12,2","18,1","23,0","30,4","26,2","26,5",64,39,51,51,,,
mes,"999,5","998,4","998,5","998,8","31,7","19,6","12,1","16,6","22,5","30,4","25,3","25,9",62,36,48,49,,,
1,"16,9","15,8","15,1","15,9",N,"2,4",NW,"2,4",NNE,"0,8","1,9",-,2,5,7,"4,7",.,.,.
2,"17,5","13,8","18,8","16,7",WNW,"0,8",NNE,"2,4",WSW,"2,4","1,9",-,0,6,10,"5,3",.,.,.
3,"15,5","13,2","13,3","14,0",NNW,"2,4",NNW,"2,4",NNW,"2,4","2,4",-,5,9,5,"6,3","11,5",.,.
4,"14,0","12,0","11,8","12,6",W,"0,8",NW,"2,4",C,"0,0","1,1",-,0,2,0,"0,7","0,5",.,.
5,"13,2","13,6","14,2","13,7",WSW,"0,8",NNE,"2,4",SE,"0,8","1,4",-,0,1,0,"0,3",.,.,.
6,"14,4","16,8","15,0","15,4",WNW,"0,8",W,"2,4",N,"0,8","1,4",-,0,3,0,"1,0",.,.,.
7,"17,4","14,1","15,4","15,6",ESE,"0,8",WSW,"2,4",C,"0,0","1,1",-,1,1,6,"2,7",.,.,.
8,"19,0","17,5","17,8","18,1",W,"0,8",W,"2,4",W,"0,8","1,4",-,0,5,1,"2,0","0,1",.,.
9,"21,1","16,7","16,3","18,0",S,"0,8",NNE,"2,4",SE,"0,8","1,4",-,0,4,3,"2,3",.,.,.
10,"19,1","18,1","20,8","19,3",SE,"2,4",S,"2,4",SE,"4,4","3,0",-,0,3,1,"1,3",.,.,.
11,"18,6","15,6","16,0","16,7",SSE,"0,8",W,"2,4",ESE,"0,8","1,4",-,0,1,4,"1,7",.,.,.
12,"19,6","17,9","17,8","18,4",WSW,"2,4",NW,"0,8",NE,"0,8","1,4",-,5,4,0,"3,0",.,.,.
13,"23,0","13,7","12,2","16,3",W,"0,8",NNW,"2,4",NNW,"2,4","1,9",-,9,1,0,"3,3","7,8",.,.
14,"12,1","12,1","10,8","11,7",W,"0,8",W,"2,4",N,"0,8","1,4",-,0,3,8,"3,7","0,1",.,.
15,"14,2","12,7","12,7","13,2",W,"0,8",NNW,"2,4",N,"0,8","1,4",-,8,5,9,"7,3","0,0",.,.
16,"13,5","11,3","11,4","12,1",WNW,"2,4",N,"2,4",N,"0,8","1,9",-,0,5,5,"3,3","0,0",.,.
17,"13,3","13,0","12,7","13,0",W,"0,8",NE,"2,4",-,-,-,-,0,3,4,"2,3",.,.,.
18,"15,1","13,3","12,6","13,7",-,-,NNW,"2,4",ENE,"0,8",-,-,0,4,0,"1,3",.,.,.
19,"13,7","14,6","12,8","13,7",ESE,"0,8",S,"0,8",SSE,"0,8","0,8",-,0,4,0,"1,3",.,.,.
20,"15,7","15,9","14,4","15,3",SE,"0,8",NE,"2,4",SE,"2,4","1,9",-,3,4,0,"2,3",.,.,.
21,"14,7","17,6","19,6","17,3",SSE,"2,4",W,"2,4",N,"0,8","1,9",-,0,1,0,"0,3",.,.,.
22,"20,8","18,1","18,1","19,0",SE,"0,8",NNE,"2,4",ESE,"2,4","1,9",-,0,8,4,"4,0",.,.,.
23,"19,2","20,4","18,7","19,4",W,"2,4",NNW,"2,4",NE,"0,8","1,9",-,0,5,4,"3,0",.,.,.
24,"19,4","15,8","20,5","18,6",SW,"0,8",W,"2,4",W,"2,4","1,9",-,8,6,7,"7,0",.,.,.
25,"20,5","16,6","15,3","17,5",W,"2,4",WNW,"2,4",S,"0,8","1,9",-,9,9,6,"8,0","1,8",.,.
26,"16,7","12,8","13,0","14,2",WSW,"0,8",NNE,"2,4",SE,"0,8","1,4",-,10,4,9,"7,7","3,9",.,.
27,"15,4","15,0","14,6","15,0",W,"2,4",W,"0,8",NW,"0,8","1,4",-,7,7,9,"7,7","0,7",.,.
28,"15,3","15,5","15,5","15,4",W,"0,8",NW,"0,8",WNW,"0,8","0,8",-,0,8,0,"2,7","0,0",.,.
29,"16,0","14,8","17,5","16,1",W,"0,8",N,"0,8",C,"0,0","0,6",-,6,1,0,"2,3",.,.,.
30,"16,5","14,5","16,1","15,7",ESE,"2,4",E,"2,4",W,"2,4","2,4",-,0,0,8,"2,7",.,.,.
31,"18,3","19,1","20,1","19,2",C,"0,0",N,"2,4",ESE,"0,8","1,1",-,7,4,0,"3,7",.,.,.
dek1,"16,8","15,2","15,9","15,9","1,3","2,4","1,3","1,6",-,"0,8","3,9","3,3","2,7","12,1",,,,,
dek2,"15,9","14,0","13,3","14,4",-,"2,1",-,-,-,"2,5","3,4","3,0","3,0","7,9",,,,,
dek3,"17,5","16,4","17,2","17,0","1,5","2,0","1,2","1,5",-,"4,3","4,8","4,3","4,5","6,4",,,,,
mes,"16,8","15,2","15,5","15,8",-,"2,1",-,-,-,"2,6","4,1","3,5","3,4","26,4",,,,,
Д,Напон,водене,паре,Правац,и,брзина,ветра,Инсо-,Облачност,Пада-,Снег,Појаве,,,,,,,
а,(mb),(m/s),лација,у,десетинама,вине,(сm),,,,,,,,,,,,
н,07,14,21,ср.,07,14,21,ср.,(h),07,14,21,ср.,(mm),У,Н,,,
Д,Ваздушни,притисак,у,mb,Температура,ваздуха,у,°,C,Релативна,влажност,,,,,,,,
а,Екстреми,мин,Терминске,Термини,,,,,,,,,,,,,,,
н,07,14,21,ср.,мах,мин,амп,5сm,07,14,21,ср.,07,14,21,ср.,,,
БЕОГРАД,ширина,"44°48',",дужина,"20°28',",висина,132m,АВГУСТ,2017,,,,,,,,,,,
1,"1004,7","1003,5","1003,4","1003,9","36,4","24,0","12,4","19,6","26,8","36,4","29,4","30,5",44,29,42,38,,,
2,"1003,5","1001,6","1001,3","1002,1","39,1","23,4","15,7","21,1","27,0","38,1","30,8","31,7",40,21,34,32,,,
3,"1001,8","999,4","998,4","999,9","37,5","24,3","13,2","20,2","26,1","37,3","29,7","30,7",42,26,41,36,,,
4,"999,0","996,2","995,8","997,0","39,0","23,4","15,6","19,6","27,4","38,4","30,7","31,8",59,25,41,42,,,
5,"997,0","996,0","996,1","996,4","39,8","25,1","14,7","21,5","27,8","39,1","31,6","32,5",50,25,42,39,,,
6,"997,5","995,1","997,6","996,7","39,6","24,0","15,6","22,3","27,5","38,6","24,0","28,5",66,33,86,62,,,
7,"1001,4","1003,1","1003,4","1002,6","24,5","20,2","4,3","20,8","20,9","20,9","21,7","21,3",85,93,88,89,,,
8,"1003,1","1001,7","1000,7","1001,8","31,1","18,8","12,3","18,4","19,1","30,0","25,9","25,2",89,50,64,68,,,
9,"1000,9","1000,3","1001,2","1000,8","38,8","23,1","15,7","22,2","25,2","38,4","30,0","30,9",67,26,49,47,,,
10,"1000,5","999,0","998,3","999,3","38,3","25,6","12,7","24,0","27,2","38,0","31,1","31,9",61,30,40,44,,,
11,"997,3","993,0","992,6","994,3","38,9","24,6","14,3","22,4","26,9","38,6","31,6","32,2",46,22,38,35,,,
12,"996,4","993,7","998,2","996,1","31,6","18,5","13,1","21,6","24,5","30,7","18,5","23,1",66,39,85,63,,,
13,"998,8","1001,1","1003,3","1001,1","19,1","16,4","2,7","16,0","16,9","17,7","18,3","17,8",79,80,86,82,,,
14,"1004,4","1004,2","1005,3","1004,6","26,0","16,5","9,5","15,0","18,4","25,4","22,2","22,1",73,49,64,62,,,
15,"1005,4","1003,7","1003,4","1004,2","30,9","18,1","12,8","15,0","19,6","29,6","25,0","24,8",76,39,55,57,,,
16,"1004,0","1002,1","1002,0","1002,7","33,0","19,2","13,8","16,4","21,0","31,6","26,7","26,5",69,36,44,50,,,
17,"1002,9","1001,0","1001,9","1001,9","33,8","20,4","13,4","17,9","21,4","33,4","27,0","27,2",65,28,43,45,,,
18,"1003,0","1001,3","1000,2","1001,5","34,8","20,4","14,4","17,0","22,6","33,4","26,8","27,4",60,30,44,45,,,
19,"999,0","997,5","997,4","998,0","37,2","22,8","14,4","17,8","24,7","37,1","28,9","29,9",51,22,37,37,,,
20,"1000,8","1001,9","1003,8","1002,2","28,9","17,7","11,2","18,5","19,1","20,0","17,7","18,6",80,79,93,84,,,
21,"1003,5","1002,2","1002,7","1002,8","24,0","14,9","9,1","14,9","15,1","23,6","19,6","19,5",84,44,50,59,,,
22,"1004,1","1002,2","1002,1","1002,8","25,3","13,0","12,3","11,5","14,8","24,8","19,7","19,8",76,38,44,53,,,
23,"1003,1","1002,6","1003,4","1003,0","26,3","12,9","13,4","10,3","15,7","25,6","19,0","19,8",63,32,53,49,,,
24,"1004,0","1003,8","1004,1","1004,0","30,0","14,0","16,0","10,2","18,8","28,5","22,9","23,3",56,32,41,43,,,
25,"1005,1","1003,7","1003,8","1004,2","34,7","18,6","16,1","14,3","22,2","34,0","24,9","26,5",48,23,41,37,,,
26,"1003,1","1000,8","1000,2","1001,4","37,3","20,0","17,3","15,0","23,8","36,4","27,9","29,0",40,20,36,32,,,
27,"999,2","997,4","996,6","997,7","37,5","22,0","15,5","16,8","25,4","36,9","28,0","29,6",33,19,36,29,,,
28,"1000,7","999,5","1000,0","1000,1","31,4","22,9","8,5","19,7","23,5","30,4","24,6","25,8",61,40,45,49,,,
29,"1002,2","1001,3","1001,8","1001,8","28,8","16,9","11,9","15,5","17,6","28,0","21,9","22,4",61,29,41,44,,,
30,"1003,4","1001,6","1000,8","1001,9","30,4","14,8","15,6","11,0","18,2","28,9","23,2","23,4",55,33,47,45,,,
31,"999,9","998,5","997,6","998,7","34,2","18,4","15,8","16,4","20,0","32,8","25,4","25,9",55,27,42,41,,,
dek1,"1000,9","999,6","999,6","1000,1","36,4","23,2","13,2","21,0","25,5","35,5","28,5","29,5",60,36,53,50,,,
dek2,"1001,2","1000,0","1000,8","1000,7","31,4","19,5","12,0","17,8","21,5","29,8","24,3","25,0",67,42,59,56,,,
dek3,"1002,6","1001,2","1001,2","1001,7","30,9","17,1","13,8","14,1","19,6","30,0","23,4","24,1",57,31,43,44,,,
mes,"1001,6","1000,3","1000,6","1000,8","32,8","19,8","13,0","17,5","22,1","31,7","25,3","26,1",61,36,51,50,,,
1,"15,5","17,6","17,1","16,7",SE,"2,4",ENE,"2,4",ESE,"2,4","2,4",-,0,0,0,"0,0",.,.,.
2,"14,2","14,2","15,3","14,6",SSE,"4,4",SE,"2,4",SSE,"2,4","3,0",-,0,1,0,"0,3",.,.,.
3,"14,2","16,8","17,3","16,1",C,"0,0",NNW,"2,4",SSE,"0,8","1,1",-,5,0,0,"1,7",.,.,.
4,"21,5","16,8","17,9","18,7",W,"0,8",NE,"4,4",SE,"0,8","2,0",-,0,0,0,"0,0",.,.,.
5,"18,6","17,3","19,6","18,5",NNW,"0,8",W,"2,4",WNW,"0,8","1,4",-,1,1,0,"0,7",.,.,.
6,"24,4","22,3","25,6","24,1",W,"0,8",NNE,"2,4",W,"2,4","1,9",-,0,1,10,"3,7",.,.,.
7,"20,9","23,0","22,9","22,3",WNW,"0,8",WSW,"0,8",W,"0,8","0,8",-,10,10,7,"9,0","2,7",.,.
8,"19,7","21,1","21,4","20,7",NNE,"2,4",E,"2,4",SE,"2,4","2,4",-,8,4,2,"4,7","2,0",.,.
9,"21,6","17,7","20,8","20,0",SE,"4,4",ESE,"4,4",ESE,"2,4","3,7",-,0,0,0,"0,0",.,.,.
10,"22,1","19,9","18,1","20,0",ESE,"4,4",ESE,"2,4",SE,"2,4","3,0",-,0,0,0,"0,0",.,.,.
11,"16,5","15,3","17,8","16,5",ESE,"2,4",SE,"4,4",SSE,"4,4","3,7",-,0,0,4,"1,3",.,.,.
12,"20,2","17,3","18,2","18,6",WNW,"0,8",N,"2,4",W,"2,4","1,9",-,0,5,10,"5,0",.,.,.
13,"15,3","16,2","18,1","16,5",W,"2,4",W,"2,4",W,"0,8","1,9",-,10,10,10,"10,0","5,8",.,.
14,"15,5","16,1","17,0","16,2",NNW,"2,4",NNW,"0,8",WSW,"0,8","1,4",-,0,8,4,"4,0","0,0",.,.
15,"17,3","16,3","17,5","17,0",W,"2,4",NW,"2,4",NE,"0,8","1,9",-,0,0,0,"0,0",.,.,.
16,"17,1","16,6","15,4","16,4",W,"0,8",N,"0,8",NNE,"0,8","0,8",-,0,0,0,"0,0",.,.,.
17,"16,6","14,6","15,2","15,5",W,"0,8",NW,"2,4",C,"0,0","1,1",-,0,1,0,"0,3",.,.,.
18,"16,4","15,2","15,5","15,7",C,"0,0",NE,"2,4",ESE,"0,8","1,1",-,3,6,0,"3,0",.,.,.
19,"15,8","14,1","14,9","14,9",SE,"2,4",SE,"2,4",SE,"2,4","2,4",-,0,1,0,"0,3",.,.,.
20,"17,8","18,5","18,9","18,4",W,"2,4",N,"2,4",WNW,"0,8","1,9",-,9,10,10,"9,7","0,0",.,.
21,"14,4","12,7","11,4","12,8",NNW,"0,8",NNW,"2,4",NW,"0,8","1,4",-,10,5,3,"6,0","9,0",.,.
22,"12,8","11,9","10,2","11,6",W,"0,8",NW,"2,4",WNW,"0,8","1,4",-,0,8,0,"2,7",.,.,.
23,"11,2","10,5","11,6","11,1",W,"0,8",NW,"0,8",SE,"0,8","0,8",-,0,3,0,"1,0",.,.,.
24,"12,1","12,4","11,6","12,0",NNE,"0,8",NE,"2,4",SE,"2,4","1,9",-,0,0,0,"0,0",.,.,.
25,"12,8","12,3","12,9","12,7",ESE,"0,8",ESE,"2,4",SE,"0,8","1,4",-,0,0,0,"0,0",.,.,.
26,"11,9","11,9","13,4","12,4",SSE,"0,8",ESE,"2,4",SSE,"2,4","1,9",-,0,0,0,"0,0",.,.,.
27,"10,8","11,6","13,6","12,0",SE,"2,4",E,"2,4",ESE,"0,8","1,9",-,0,2,0,"0,7",.,.,.
28,"17,8","17,3","13,9","16,3",WNW,"0,8",N,"2,4",N,"0,8","1,4",-,8,9,1,"6,0",.,.,.
29,"12,2","10,9","10,7","11,3",NNE,"2,4",N,"2,4",NNE,"0,8","1,9",-,4,1,0,"1,7",.,.,.
30,"11,5","13,3","13,4","12,7",WNW,"0,8",NNE,"2,4",SE,"2,4","1,9",-,0,0,0,"0,0",.,.,.
31,"12,8","13,3","13,8","13,3",SE,"2,4",NE,"0,8",SSE,"2,4","1,9",-,0,0,0,"0,0",.,.,.
dek1,"19,3","18,7","19,6","19,2","2,1","2,6","1,8","2,1",-,"2,4","1,7","1,9","2,0","4,7",,,,,
dek2,"16,9","16,0","16,9","16,6","1,7","2,3","1,4","1,7",-,"2,2","4,1","3,8","3,4","5,8",,,,,
dek3,"12,8","12,6","12,4","12,6","1,3","2,1","1,4","1,5",-,"2,0","2,5","0,4","1,6","9,0",,,,,
mes,"16,2","15,6","16,2","16,0","1,7","2,3","1,5","1,8",-,"2,2","2,8","2,0","2,3","19,5",,,,,
Д,Напон,водене,паре,Правац,и,брзина,ветра,Инсо-,Облачност,Пада-,Снег,Појаве,,,,,,,
а,(mb),(m/s),лација,у,десетинама,вине,(сm),,,,,,,,,,,,
н,07,14,21,ср.,07,14,21,ср.,(h),07,14,21,ср.,(mm),У,Н,,,
Д,Ваздушни,притисак,у,mb,Температура,ваздуха,у,°,C,Релативна,влажност,,,,,,,,
а,Екстреми,мин,Терминске,Термини,,,,,,,,,,,,,,,
н,07,14,21,ср.,мах,мин,амп,5сm,07,14,21,ср.,07,14,21,ср.,,,
БЕОГРАД,ширина,"44°48',",дужина,"20°28',",висина,132m,СЕПТЕМБАР,2017,,,,,,,,,,,
1,"997,3","995,2","996,6","996,4","34,6","19,6","15,0","16,2","22,9","34,4","25,0","26,8",48,30,51,43,,,
2,"997,2","993,9","992,1","994,4","31,8","19,0","12,8","18,9","21,8","31,1","19,0","22,7",72,41,89,67,,,
3,"992,4","991,7","995,7","993,3","19,1","14,8","4,3","15,0","15,4","16,6","14,8","15,4",94,87,90,90,,,
4,"999,4","1001,6","1003,6","1001,5","22,8","14,1","8,7","13,7","14,6","22,0","16,8","17,6",71,37,56,55,,,
5,"1004,7","1003,8","1003,0","1003,8","23,9","11,7","12,2","8,9","15,0","22,3","18,0","18,3",64,36,51,50,,,
6,"1001,8","999,8","998,8","1000,1","27,7","14,3","13,4","11,2","15,6","27,3","21,8","21,6",64,32,51,49,,,
7,"999,0","998,5","1001,0","999,5","27,0","17,6","9,4","14,5","19,0","26,4","18,4","20,6",70,46,53,56,,,
8,"1000,8","998,5","996,9","998,7","26,4","15,5","10,9","14,4","16,3","25,0","21,7","21,2",66,38,52,52,,,
9,"993,6","991,8","991,3","992,2","27,3","16,1","11,2","13,7","17,8","23,8","21,4","21,1",71,60,74,68,,,
10,"993,0","992,0","992,0","992,3","32,2","18,0","14,2","14,0","19,6","32,0","25,5","25,7",64,30,42,45,,,
11,"991,5","986,1","986,4","988,0","34,0","16,8","17,2","16,8","23,2","32,8","17,3","22,7",43,27,94,55,,,
12,"988,5","992,6","996,8","992,6","25,3","16,4","8,9","14,8","17,7","24,3","17,8","19,4",85,57,87,76,,,
13,"1003,0","1003,4","1003,0","1003,1","23,7","14,3","9,4","13,7","15,0","23,0","17,7","18,4",90,47,67,68,,,
14,"1000,0","995,2","995,5","996,9","30,5","16,4","14,1","12,6","18,2","29,2","20,8","22,3",70,25,57,51,,,
15,"1002,9","1001,0","999,2","1001,0","24,3","14,9","9,4","13,4","15,4","22,9","17,8","18,5",60,39,61,53,,,
16,"996,5","995,7","995,7","996,0","33,3","15,4","17,9","11,8","17,2","32,1","27,2","25,9",60,26,34,40,,,
17,"995,6","996,0","998,9","996,8","32,6","17,0","15,6","18,3","20,3","20,4","17,0","18,7",70,61,88,73,,,
18,"1001,6","1000,6","999,7","1000,6","24,1","13,6","10,5","10,8","14,8","23,3","18,8","18,9",94,40,54,63,,,
19,"995,1","992,0","995,6","994,2","26,5","13,1","13,4","10,5","14,8","24,8","16,2","18,0",75,36,76,62,,,
20,"995,5","995,8","997,0","996,1","17,0","12,0","5,0","11,8","14,4","13,9","12,0","13,1",88,92,95,92,,,
21,"996,7","999,3","1000,7","998,9","12,6","10,9","1,7","11,4","11,2","12,0","11,4","11,5",95,89,91,92,,,
22,"1001,4","1003,2","1004,5","1003,0","15,4","10,8","4,6","10,7","11,2","14,5","14,0","13,4",94,79,81,85,,,
23,"1004,8","1004,3","1005,2","1004,8","20,8","12,0","8,8","10,4","12,8","20,7","14,5","15,6",82,45,67,65,,,
24,"1004,6","1004,0","1005,3","1004,6","21,8","10,5","11,3","8,0","12,0","21,0","15,1","15,8",80,46,75,67,,,
25,"1004,7","1004,5","1005,7","1005,0","18,5","12,8","5,7","11,1","12,9","17,3","16,7","15,9",95,80,70,82,,,
26,"1005,7","1005,8","1007,6","1006,4","22,8","13,6","9,2","11,5","14,1","17,9","17,2","16,6",88,77,80,82,,,
27,"1010,0","1010,2","1011,3","1010,5","20,1","14,7","5,4","14,0","15,2","19,2","14,8","16,0",56,48,61,55,,,
28,"1012,2","1012,6","1012,9","1012,6","18,2","12,6","5,6","12,6","13,9","18,0","12,6","14,3",60,44,67,57,,,
29,"1012,2","1010,2","1010,8","1011,1","18,9","10,2","8,7","9,2","11,0","18,4","12,3","13,5",60,37,59,52,,,
30,"1009,0","1006,8","1006,6","1007,5","18,4","10,0","8,4","7,0","10,4","18,4","12,6","13,5",61,37,52,50,,,
