Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20
17,"21,3","20,9","19,4","20,5",W,"2,4",WNW,"2,4",ESE,"0,8","1,9","4,9",9,8,8,"8,3","1,5",.,.
18,"21,6","21,7","19,9","21,1",SE,"0,8",NNW,"0,8",NW,"0,8","0,8","6,1",7,8,10,"8,3","3,8",.,.
19,"20,8","23,3","24,2","22,8",ESE,"0,8",ESE,"2,4",ESE,"2,4","1,9","9,8",3,6,4,"4,3","9,2",.,.
20,"19,6","21,6","20,8","20,7",S,"0,8",WNW,"0,8",S,"2,4","1,4","8,0",8,5,4,"5,7","35,2",.,.
21,"20,5","22,4","21,8","21,6",W,"0,8",WNW,"0,8",N,"2,4","1,4","12,9",0,4,4,"2,7","4,8",.,.
22,"22,7","19,5","20,7","21,0",NNW,"0,8",NE,"2,4",SE,"0,8","1,4","12,3",0,5,8,"4,3","0,0",.,.
23,"21,3","26,3","20,3","22,6",SE,"4,4",NNW,"2,4",WSW,"0,8","2,5","8,2",8,6,9,"7,7","2,4",.,.
24,"22,2","20,6","21,6","21,5",WSW,"0,8",SW,"0,8",NNE,"0,8","0,8","9,0",10,5,0,"5,0","41,7",.,.
25,"22,9","23,3","22,5","22,9",W,"0,8",E,"0,8",ENE,"0,8","0,8","11,0",5,2,3,"3,3","0,8",.,.
26,"21,7","20,6","21,8","21,4",S,"0,8",SSE,"0,8",C,"0,0","0,6","13,2",1,1,0,"0,7",.,.,.
27,"23,8","22,1","21,6","22,5",SW,"0,8",W,"2,4",WSW,"0,8","1,4","13,2",0,4,5,"3,0",.,.,.
28,"22,6","16,3","14,4","17,8",N,"2,4",NNW,"2,4",NE,"2,4","2,4","10,7",9,4,5,"6,0","17,6",.,.
29,"15,5","11,4","15,2","14,0",NNE,"2,4",NE,"2,4",W,"0,8","1,9","12,6",0,1,3,"1,3",.,.,.
30,"15,1","16,2","17,7","16,3",W,"0,8",ENE,"2,4",SSE,"0,8","1,4","13,1",0,0,0,"0,0",.,.,.
dek1,"19,0","18,8","18,5","18,8","1,3","1,8","0,8","1,2","78,4","5,4","5,5","2,4","4,4","21,6",,,,,
dek2,"20,5","20,7","21,3","20,8","1,8","1,9","1,9","1,9","102,5","3,5","3,9","3,4","3,6","49,8",,,,,
dek3,"20,8","19,9","19,8","20,2","1,5","1,8","1,1","1,4","116,2","3,3","3,2","3,7","3,4","67,3",,,,,
mes,"20,1","19,8","19,9","19,9","1,5","1,8","1,3","1,5","297,1","4,1","4,2","3,2","3,8","138,7",,,,,
Д,Напон,водене,паре,Правац,и,брзина,ветра,Инсо-,Облачност,Пада-,Снег,Појаве,,,,,,,
а,(mb),(m/s),лација,у,десетинама,вине,(сm),,,,,,,,,,,,
н,07,14,21,ср.,07,14,21,ср.,(h),07,14,21,ср.,(mm),У,Н,,,
Д,Ваздушни,притисак,у,mb,Температура,ваздуха,у,°,C,Релативна,влажност,,,,,,,,
а,Екстреми,мин,Терминске,Термини,,,,,,,,,,,,,,,
н,07,14,21,ср.,мах,мин,амп,5сm,07,14,21,ср.,07,14,21,ср.,,,
БЕОГРАД,ширина,"44°48',",дужина,"20°28',",висина,132m,ЈУЛИ,2019,,,,,,,,,,,
1,"1003,6","1001,6","1000,0","1001,7","34,6","21,0","13,6","16,4","25,2","34,2","27,3","28,5",57,38,53,49,,,
2,"998,7","997,8","998,4","998,3","34,5","21,8","12,7","17,2","25,7","34,1","29,4","29,7",59,46,60,55,,,
3,"1001,0","1001,3","1001,5","1001,3","29,9","22,0","7,9","20,6","23,1","29,6","25,8","26,1",69,48,45,54,,,
4,"1003,6","1003,1","1002,8","1003,2","29,3","20,2","9,1","15,6","23,6","29,1","22,8","24,6",70,40,57,56,,,
5,"1002,0","999,8","998,9","1000,2","29,2","19,2","10,0","16,4","21,0","28,4","24,7","24,7",72,48,62,61,,,
6,"999,3","997,4","994,7","997,1","32,5","20,6","11,9","16,1","23,6","32,2","26,8","27,4",66,34,48,49,,,
7,"993,4","992,1","994,9","993,5","33,1","19,4","13,7","18,1","25,6","32,6","19,8","24,5",53,39,83,58,,,
8,"997,8","999,2","998,3","998,4","27,5","18,4","9,1","17,6","20,3","26,2","23,6","23,4",86,46,55,62,,,
9,"999,9","998,7","998,8","999,1","25,6","18,1","7,5","16,9","18,1","25,1","21,4","21,5",83,46,70,66,,,
10,"999,1","999,4","998,9","999,1","21,4","16,4","5,0","15,4","17,6","17,5","16,4","17,0",70,73,77,73,,,
11,"999,0","997,3","997,5","997,9","24,7","13,3","11,4","10,6","15,3","23,4","19,7","19,5",77,39,58,58,,,
12,"998,3","997,5","997,0","997,6","25,6","15,1","10,5","10,9","17,8","25,2","20,4","21,0",67,36,65,56,,,
13,"995,7","993,9","995,8","995,1","25,2","16,3","8,9","12,6","19,5","24,9","17,6","19,9",67,50,88,68,,,
14,"994,6","994,1","995,6","994,8","24,4","15,3","9,1","15,0","16,2","23,4","17,4","18,6",90,61,90,80,,,
15,"996,0","996,0","996,5","996,2","25,6","15,2","10,4","12,9","16,6","25,4","21,6","21,3",89,42,52,61,,,
16,"997,4","996,3","997,1","996,9","27,8","14,7","13,1","11,9","17,2","26,1","21,4","21,5",78,33,49,53,,,
17,"997,5","996,6","996,6","996,9","27,8","15,7","12,1","12,5","18,8","27,3","22,7","22,9",66,42,58,55,,,
18,"997,0","997,1","998,4","997,5","29,1","17,2","11,9","13,5","21,0","28,4","23,7","24,2",67,40,53,53,,,
19,"1001,0","1000,8","1001,7","1001,2","29,5","19,5","10,0","17,7","19,6","28,4","24,0","24,0",76,40,62,59,,,
20,"1002,3","1002,6","1003,0","1002,6","31,1","18,9","12,2","15,5","22,7","30,6","25,4","26,0",63,40,56,53,,,
21,"1003,1","1002,8","1003,9","1003,3","33,7","20,9","12,8","16,5","24,4","32,6","27,2","27,9",61,39,54,51,,,
22,"1006,0","1005,3","1004,6","1005,3","30,7","21,4","9,3","19,1","23,4","30,4","26,1","26,5",69,44,52,55,,,
23,"1003,7","1001,5","1001,2","1002,1","30,9","20,0","10,9","16,6","22,2","29,4","26,8","26,3",69,44,53,55,,,
24,"1002,1","1001,8","1002,1","1002,0","29,4","20,3","9,1","18,4","20,3","27,9","24,8","24,5",73,48,62,61,,,
25,"1003,5","1001,9","1000,6","1002,0","31,8","19,2","12,6","15,9","22,6","31,2","26,4","26,7",67,40,52,53,,,
26,"998,2","995,4","993,0","995,5","32,7","21,3","11,4","17,1","25,1","32,2","26,8","27,7",61,36,52,50,,,
27,"992,1","990,0","988,5","990,2","34,1","21,7","12,4","17,4","23,5","33,1","29,6","29,0",70,44,50,55,,,
28,"988,0","986,0","987,2","987,1","32,2","21,3","10,9","18,7","26,3","30,1","21,5","24,9",59,47,87,64,,,
29,"987,8","989,6","991,8","989,7","25,9","19,8","6,1","18,3","22,1","22,7","22,1","22,3",80,77,81,79,,,
30,"994,4","994,2","994,7","994,4","30,4","19,4","11,0","18,5","20,2","28,6","25,9","25,2",89,56,67,71,,,
31,"996,6","996,0","996,6","996,4","31,4","21,9","9,5","20,5","23,8","30,8","25,2","26,3",77,54,80,70,,,
dek1,"999,8","999,0","998,7","999,2","29,8","19,7","10,1","17,0","22,4","28,9","23,8","24,7",69,46,61,58,,,
dek2,"997,9","997,2","997,9","997,7","27,1","16,1","11,0","13,3","18,5","26,3","21,4","21,9",74,42,63,60,,,
dek3,"997,8","996,8","996,7","997,1","31,2","20,7","10,5","17,9","23,1","29,9","25,7","26,1",70,48,63,60,,,
mes,"998,5","997,6","997,8","998,0","29,4","18,9","10,5","16,1","21,4","28,4","23,7","24,3",71,45,62,59,,,
1,"18,2","20,5","19,3","19,3",SSE,"2,4",W,"0,8",SE,"0,8","1,4","13,1",0,0,0,"0,0",.,.,.
2,"19,4","24,5","24,8","22,9",WNW,"0,8",NNE,"0,8",WSW,"0,8","0,8","13,0",0,0,4,"1,3",.,.,.
3,"19,4","19,8","15,0","18,1",W,"2,4",NNW,"2,4",NE,"2,4","2,4","12,1",4,2,0,"2,0",.,.,.
4,"20,3","16,0","15,9","17,4",NNW,"2,4",NNE,"2,4",NNE,"2,4","2,4","12,0",4,2,6,"4,0",.,.,.
5,"17,9","18,6","19,4","18,6",W,"0,8",W,"2,4",S,"0,8","1,4","11,2",5,4,0,"3,0",.,.,.
6,"19,3","16,5","17,0","17,6",W,"0,8",NNE,"2,4",SE,"2,4","1,9","13,4",0,1,0,"0,3",.,.,.
7,"17,4","19,4","19,3","18,7",WSW,"2,4",W,"2,4",SW,"0,8","1,9","9,7",4,4,10,"6,0",.,.,.
8,"20,5","15,5","15,9","17,3",W,"2,4",NW,"2,4",ENE,"0,8","1,9","12,9",6,2,3,"3,7","11,5",.,.
9,"17,2","14,7","17,8","16,6",NNE,"0,8",SW,"0,8",NNE,"0,8","0,8","5,1",10,5,7,"7,3","2,9",.,.
10,"14,1","14,7","14,4","14,4",W,"0,8",W,"2,4",SW,"0,8","1,4","3,1",10,10,0,"6,7","0,6",.,.
11,"13,5","11,3","13,4","12,7",WSW,"2,4",NW,"2,4",WSW,"0,8","1,9","13,1",0,4,3,"2,3","1,5",.,.
12,"13,6","11,7","15,6","13,6",SW,"0,8",NNE,"0,8",SSE,"0,8","0,8","7,3",2,6,7,"5,0",.,.,.
13,"15,3","15,7","17,7","16,2",NW,"0,8",WSW,"0,8",W,"2,4","1,4","1,7",9,10,10,"9,7","0,8",.,.
14,"16,6","17,5","17,8","17,3",W,"0,8",NNW,"2,4",WSW,"0,8","1,4","6,1",10,6,5,"7,0","0,8",.,.
15,"16,9","13,6","13,4","14,6",W,"0,8",NNE,"2,4",N,"0,8","1,4","11,3",8,5,4,"5,7","4,8",.,.
16,"15,3","11,1","12,4","12,9",WSW,"0,8",N,"2,4",SSE,"0,8","1,4","12,0",5,4,0,"3,0",.,.,.
17,"14,4","15,2","16,0","15,2",W,"2,4",WNW,"2,4",WSW,"0,8","1,9","12,5",1,4,0,"1,7",.,.,.
18,"16,7","15,5","15,7","16,0",W,"0,8",NNE,"2,4",C,"0,0","1,1","12,6",0,4,4,"2,7",.,.,.
19,"17,5","15,7","18,4","17,2",WSW,"2,4",NNW,"2,4",SSE,"0,8","1,9","8,5",10,5,0,"5,0","0,0",.,.
20,"17,5","17,5","18,1","17,7",WSW,"0,8",NNE,"2,4",SSE,"0,8","1,4","12,9",0,2,0,"0,7",.,.,.
21,"18,8","19,1","19,6","19,2",C,"0,0",NNE,"2,4",SE,"0,8","1,1","13,0",2,3,0,"1,7",.,.,.
22,"19,8","19,0","17,6","18,8",NNW,"2,4",NNW,"2,4",N,"0,8","1,9","12,4",4,5,1,"3,3",.,.,.
23,"18,6","17,9","18,8","18,4",W,"2,4",NNW,"2,4",N,"0,8","1,9","8,4",1,7,7,"5,0",.,.,.
24,"17,4","18,1","19,3","18,3",NNE,"2,4",N,"2,4",NNW,"0,8","1,9","10,4",8,5,0,"4,3",.,.,.
25,"18,4","18,2","17,8","18,1",WSW,"0,8",W,"2,4",SE,"0,8","1,4","12,9",0,3,0,"1,0",.,.,.
26,"19,4","17,4","18,2","18,3",W,"0,8",NNE,"2,4",S,"0,8","1,4","9,7",2,7,1,"3,3",.,.,.
27,"20,4","22,1","20,9","21,1",SSW,"0,8",E,"2,4",SE,"0,8","1,4","10,4",5,4,7,"5,3",.,.,.
28,"20,3","20,2","22,4","21,0",SE,"2,4",SE,"4,4",ESE,"4,4","3,7","3,5",8,9,10,"9,0",.,.,.
29,"21,4","21,4","21,6","21,5",SE,"2,4",S,"2,4",W,"0,8","1,9","2,9",8,9,4,"7,0","10,3",.,.
30,"21,0","21,8","22,3","21,7",W,"0,8",W,"2,4",WSW,"0,8","1,4","10,9",6,5,0,"3,7","9,8",.,.
31,"22,8","23,8","25,7","24,1",W,"2,4",NW,"2,4",SSE,"0,8","1,9","10,1",3,6,3,"4,0","0,0",.,.
dek1,"18,4","18,0","17,9","18,1","1,6","1,9","1,3","1,6","105,6","4,3","3,0","3,0","3,4","15,0",,,,,
dek2,"15,7","14,5","15,9","15,3","1,3","2,1","0,9","1,3","98,0","4,5","5,0","3,3","4,3","7,9",,,,,
dek3,"19,8","19,9","20,4","20,0","1,6","2,6","1,2","1,7","104,6","4,3","5,7","3,0","4,3","20,1",,,,,
mes,"18,0","17,5","18,1","17,9","1,5","2,2","1,1","1,6","308,2","4,4","4,6","3,1","4,0","43,0",,,,,
Д,Напон,водене,паре,Правац,и,брзина,ветра,Инсо-,Облачност,Пада-,Снег,Појаве,,,,,,,
а,(mb),(m/s),лација,у,десетинама,вине,(сm),,,,,,,,,,,,
н,07,14,21,ср.,07,14,21,ср.,(h),07,14,21,ср.,(mm),У,Н,,,
Д,Ваздушни,притисак,у,mb,Температура,ваздуха,у,°,C,Релативна,влажност,,,,,,,,
а,Екстреми,мин,Терминске,Термини,,,,,,,,,,,,,,,
н,07,14,21,ср.,мах,мин,амп,5сm,07,14,21,ср.,07,14,21,ср.,,,
БЕОГРАД,ширина,"44°48',",дужина,"20°28',",висина,132m,АВГУСТ,2019,,,,,,,,,,,
1,"998,5","999,0","998,6","998,7","30,0","21,5","8,5","20,0","23,9","29,5","26,1","26,4",69,48,61,59,,,
2,"998,4","995,3","995,4","996,4","31,0","20,7","10,3","17,3","23,8","30,6","23,3","25,3",76,47,70,64,,,
3,"993,2","994,4","996,1","994,6","25,7","18,5","7,2","18,0","19,4","23,4","19,8","20,6",93,73,67,78,,,
4,"998,8","999,2","1000,6","999,5","25,0","16,5","8,5","15,3","17,9","23,8","19,9","20,4",84,62,79,75,,,
5,"1001,6","1000,5","1000,3","1000,8","28,1","15,8","12,3","12,8","18,7","27,2","22,0","22,5",73,35,61,56,,,
6,"1000,6","999,5","998,1","999,4","31,7","18,6","13,1","14,3","22,2","31,1","25,4","26,0",67,32,53,51,,,
7,"998,0","997,5","995,2","996,9","34,1","21,7","12,4","17,5","25,8","33,1","27,8","28,6",56,39,56,50,,,
8,"995,7","996,2","997,8","996,6","33,7","22,8","10,9","17,9","26,2","33,1","24,3","27,0",60,47,80,62,,,
9,"1000,2","999,4","1000,0","999,9","30,4","21,1","9,3","19,3","22,6","29,6","25,8","26,0",74,49,59,61,,,
10,"1000,0","999,3","999,7","999,7","34,3","21,0","13,3","17,0","25,6","33,1","27,1","28,2",60,34,54,49,,,
11,"1000,8","1000,8","999,8","1000,5","34,3","22,2","12,1","17,9","26,8","33,6","27,7","29,0",55,35,58,49,,,
12,"999,0","997,1","996,5","997,5","37,5","23,3","14,2","18,8","27,8","36,4","29,7","30,9",54,31,43,43,,,
13,"995,0","995,0","996,5","995,5","35,7","26,1","9,6","21,3","28,7","35,1","27,0","29,5",42,36,55,44,,,
14,"996,9","999,0","1000,8","998,9","27,0","18,2","8,8","17,9","20,5","20,5","18,2","19,4",79,76,83,79,,,
15,"1001,2","999,1","1000,2","1000,2","25,6","16,4","9,2","16,1","17,3","24,5","20,9","20,9",68,40,45,51,,,
16,"1001,3","1000,4","1001,9","1001,2","27,4","14,1","13,3","10,8","16,5","26,8","20,7","21,2",70,33,68,57,,,
17,"1002,5","1001,2","1001,0","1001,6","27,9","17,2","10,7","14,9","18,4","26,8","21,2","21,9",77,42,62,60,,,
18,"1001,5","1000,9","1000,7","1001,0","30,8","16,7","14,1","13,1","21,5","30,2","24,2","25,0",58,34,46,46,,,
19,"1001,2","1001,0","1001,6","1001,3","34,5","20,2","14,3","15,0","24,8","33,9","28,3","28,8",37,28,41,35,,,
20,"1003,3","1002,8","1002,6","1002,9","35,9","22,0","13,9","17,1","26,2","35,8","28,4","29,7",44,25,44,38,,,
21,"1003,6","1003,2","1003,8","1003,5","34,9","22,9","12,0","19,0","25,9","34,2","29,0","29,5",47,26,43,39,,,
22,"1007,6","1006,2","1005,7","1006,5","29,7","18,4","11,3","17,9","19,2","28,8","25,3","24,7",75,50,67,64,,,
23,"1007,0","1005,2","1004,9","1005,7","33,2","21,5","11,7","19,5","22,8","32,3","28,1","27,8",77,41,53,57,,,
24,"1004,9","1003,0","1002,6","1003,5","34,3","22,6","11,7","18,4","25,1","33,6","28,6","29,0",54,31,43,43,,,
25,"1003,9","1002,3","1003,0","1003,1","31,9","22,2","9,7","19,3","22,7","31,2","25,8","26,4",74,40,57,57,,,
26,"1004,5","1002,8","1001,7","1003,0","32,4","21,9","10,5","19,6","23,9","31,6","26,1","26,9",67,41,64,57,,,
27,"1004,0","1002,6","1003,0","1003,2","34,9","19,6","15,3","17,3","21,5","34,2","27,4","27,6",80,34,44,53,,,
28,"1003,7","1001,7","1002,1","1002,5","35,3","22,9","12,4","17,9","25,1","34,8","27,6","28,8",48,28,38,38,,,
29,"1002,0","1001,3","1001,6","1001,6","35,0","22,0","13,0","16,7","25,2","34,5","27,5","28,7",39,22,36,32,,,
30,"1003,4","1002,7","1002,7","1002,9","33,9","20,4","13,5","16,4","22,9","32,6","27,2","27,5",54,33,51,46,,,
31,"1002,3","1000,1","999,3","1000,6","33,4","20,3","13,1","16,7","22,2","32,6","27,6","27,5",67,34,46,49,,,
dek1,"998,5","998,0","998,2","998,3","30,4","19,8","10,6","16,9","22,6","29,5","24,2","25,1",71,47,64,61,,,
dek2,"1000,3","999,7","1000,2","1000,1","31,7","19,6","12,0","16,3","22,9","30,4","24,6","25,6",58,38,55,50,,,
dek3,"1004,3","1002,8","1002,8","1003,3","33,5","21,3","12,2","18,1","23,3","32,8","27,3","27,7",62,35,49,49,,,
mes,"1001,1","1000,3","1000,4","1000,6","31,9","20,3","11,6","17,1","22,9","30,9","25,4","26,2",64,40,56,53,,,
1,"20,6","19,8","20,8","20,4",NE,"0,8",W,"2,4",WSW,"0,8","1,4","11,4",4,4,0,"2,7","3,2",.,.
2,"22,4","20,5","19,9","20,9",W,"0,8",ENE,"2,4",N,"2,4","1,9","9,1",0,7,9,"5,3",.,.,.
3,"20,9","20,9","15,5","19,1",W,"2,4",NW,"2,4",WNW,"0,8","1,9","5,4",9,5,2,"5,3","18,8",.,.
4,"17,3","18,4","18,4","18,0",W,"2,4",W,"0,8",SSW,"0,8","1,4","8,5",5,5,4,"4,7","9,0",.,.
5,"15,8","12,5","16,0","14,8",WSW,"0,8",NNE,"0,8",SSE,"2,4","1,4","12,5",0,4,0,"1,3","0,8",.,.
6,"17,8","14,3","17,3","16,5",C,"0,0",ESE,"0,8",SE,"2,4","1,1","12,3",0,0,0,"0,0",.,.,.
7,"18,7","19,9","21,0","19,9",SW,"0,8",W,"0,8",SSE,"2,4","1,4","12,2",0,1,0,"0,3",.,.,.
8,"20,5","23,7","24,2","22,8",SSE,"0,8",NNE,"2,4",NNE,"2,4","1,9","12,0",0,0,10,"3,3",.,.,.
9,"20,4","20,4","19,5","20,1",W,"0,8",E,"2,4",SE,"0,8","1,4","11,4",0,0,1,"0,3","6,3",.,.
10,"19,9","17,4","19,3","18,9",SE,"0,8",SE,"2,4",SSE,"0,8","1,4","12,3",0,0,0,"0,0",.,.,.
11,"19,5","18,4","21,5","19,8",SSE,"0,8",N,"0,8",ESE,"0,8","0,8","12,5",0,0,0,"0,0",.,.,.
12,"20,3","18,6","18,0","19,0",SE,"2,4",SSE,"2,4",SE,"2,4","2,4","11,9",0,0,0,"0,0",.,.,.
13,"16,7","20,5","19,6","18,9",SE,"4,4",WSW,"2,4",WNW,"0,8","2,5","10,6",0,0,9,"3,0",.,.,.
14,"19,0","18,4","17,3","18,2",WNW,"2,4",W,"2,4",W,"2,4","2,4","0,0",10,9,9,"9,3",.,.,.
15,"13,5","12,3","11,0","12,3",NNE,"2,4",NW,"2,4",NNW,"0,8","1,9","11,5",5,1,0,"2,0","0,0",.,.
16,"13,1","11,7","16,5","13,8",WSW,"0,8",NW,"2,4",NNW,"0,8","1,4","9,3",0,4,6,"3,3",.,.,.
17,"16,4","14,9","15,6","15,6",WSW,"0,8",WSW,"0,8",SSE,"0,8","0,8","11,8",2,6,3,"3,7",.,.,.
18,"14,9","14,4","13,8","14,4",SSE,"0,8",NNE,"2,4",SE,"0,8","1,4","12,2",1,0,0,"0,3",.,.,.
19,"11,6","14,9","15,9","14,1",SE,"2,4",ENE,"0,8",NE,"2,4","1,9","12,2",1,0,0,"0,3",.,.,.
20,"15,1","14,9","16,9","15,6",SE,"2,4",SSE,"2,4",SE,"2,4","2,4","12,0",0,0,0,"0,0",.,.,.
21,"15,7","13,8","17,3","15,6",ESE,"2,4",E,"2,4",NE,"0,8","1,9","11,8",0,0,0,"0,0",.,.,.
22,"16,8","19,8","21,8","19,5",WSW,"2,4",NW,"0,8",SSE,"0,8","1,4","10,6",5,0,0,"1,7",.,.,.
23,"21,5","19,7","20,1","20,4",WSW,"0,8",NE,"2,4",NE,"2,4","1,9","10,6",4,3,0,"2,3",.,.,.
24,"17,3","16,4","16,8","16,8",ESE,"4,4",E,"4,4",ESE,"2,4","3,7","11,1",6,5,5,"5,3",.,.,.
25,"20,5","18,2","19,1","19,3",SSE,"0,8",ESE,"4,4",SE,"0,8","2,0","5,6",9,1,6,"5,3","0,2",.,.
26,"19,9","19,3","21,7","20,3",NNE,"2,4",SE,"2,4",NNE,"0,8","1,9","9,8",8,3,6,"5,7","0,5",.,.
27,"20,5","18,2","15,9","18,2",C,"0,0",ESE,"2,4",SE,"2,4","1,6","8,7",5,1,0,"2,0","0,9",.,.
28,"15,5","15,6","14,2","15,1",SSE,"2,4",SSE,"4,4",ESE,"2,4","3,0","11,3",0,1,0,"0,3",.,.,.
29,"12,4","12,2","13,1","12,6",SSE,"2,4",SE,"2,4",SSE,"2,4","2,4","9,7",0,5,0,"1,7",.,.,.
30,"15,0","16,2","18,5","16,6",S,"0,8",W,"0,8",NNE,"2,4","1,4","11,3",3,5,4,"4,0",.,.,.
31,"18,0","16,6","17,0","17,2",WSW,"0,8",NNE,"0,8",SSE,"2,4","1,4","11,6",0,1,3,"1,3",.,.,.
dek1,"19,4","18,8","19,2","19,1","1,1","1,8","1,6","1,4","107,1","1,8","2,6","2,6","2,3","38,1",,,,,
dek2,"16,0","15,9","16,6","16,2","2,0","1,9","1,5","1,7","104,0","1,9","2,0","2,7","2,2","0,0",,,,,
dek3,"17,6","16,9","17,8","17,4","1,8","2,5","1,8","2,0","112,1","3,6","2,3","2,2","2,7","1,6",,,,,
mes,"17,7","17,2","17,9","17,6","1,6","2,1","1,6","1,7","323,2","2,5","2,3","2,5","2,4","39,7",,,,,
Д,Напон,водене,паре,Правац,и,брзина,ветра,Инсо-,Облачност,Пада-,Снег,Појаве,,,,,,,
а,(mb),(m/s),лација,у,десетинама,вине,(сm),,,,,,,,,,,,
н,07,14,21,ср.,07,14,21,ср.,(h),07,14,21,ср.,(mm),У,Н,,,
Д,Ваздушни,притисак,у,mb,Температура,ваздуха,у,°,C,Релативна,влажност,,,,,,,,
а,Екстреми,мин,Терминске,Термини,,,,,,,,,,,,,,,
н,07,14,21,ср.,мах,мин,амп,5сm,07,14,21,ср.,07,14,21,ср.,,,
БЕОГРАД,ширина,"44°48',",дужина,"20°28',",висина,132m,СЕПТЕМБАР,2019,,,,,,,,,,,
1,"998,8","997,2","997,5","997,8","33,5","21,9","11,6","17,3","24,1","32,7","26,2","27,3",44,25,32,34,,,
2,"997,7","997,1","997,8","997,5","34,5","20,4","14,1","16,0","22,5","34,4","27,1","27,8",39,22,32,31,,,
3,"1003,0","1004,7","1006,3","1004,7","27,1","18,4","8,7","17,0","19,3","20,1","18,4","19,1",70,67,72,70,,,
4,"1006,1","1003,3","1001,7","1003,7","25,3","15,6","9,7","15,3","16,8","24,3","19,1","19,8",82,48,66,65,,,
5,"1000,1","998,0","999,1","999,1","28,4","14,6","13,8","10,7","17,6","26,9","23,5","22,9",70,44,57,57,,,
6,"1001,4","1000,9","1001,5","1001,3","29,3","17,9","11,4","14,6","20,0","29,0","23,9","24,2",76,36,45,52,,,
7,"1000,2","998,2","1000,8","999,7","29,4","18,4","11,0","15,6","19,9","28,5","18,6","21,4",62,41,93,65,,,
8,"1001,3","999,5","998,2","999,7","30,1","15,8","14,3","14,3","15,8","28,1","24,3","23,1",97,57,45,66,,,
9,"996,8","994,5","1001,0","997,4","29,2","15,8","13,4","19,2","21,4","28,4","15,9","20,4",62,44,91,66,,,
10,"1003,7","1002,8","1003,9","1003,5","25,5","14,1","11,4","11,6","15,4","24,2","20,3","20,1",94,53,66,71,,,
11,"1005,2","1005,4","1007,0","1005,9","29,0","14,9","14,1","12,0","17,1","28,9","22,2","22,6",83,37,52,57,,,
12,"1009,5","1010,6","1012,0","1010,7","28,7","17,1","11,6","13,3","17,9","28,4","22,0","22,6",71,43,66,60,,,
13,"1013,5","1011,7","1012,2","1012,5","27,9","16,0","11,9","13,4","16,4","26,9","20,4","21,0",82,41,62,62,,,
14,"1012,3","1010,5","1011,3","1011,4","27,4","15,5","11,9","11,5","16,8","26,1","21,4","21,4",77,48,53,59,,,
15,"1011,7","1009,0","1006,7","1009,1","27,3","14,5","12,8","10,6","16,4","26,8","19,8","20,7",79,39,60,59,,,
16,"1004,4","1002,2","1000,8","1002,5","29,8","14,9","14,9","10,3","17,1","28,0","21,5","22,0",70,33,58,54,,,
17,"1000,1","997,8","997,8","998,6","30,2","16,5","13,7","11,8","17,6","30,0","22,3","23,1",73,33,55,54,,,
18,"1004,3","1006,8","1007,4","1006,2","22,3","14,2","8,1","13,3","14,2","17,0","14,9","15,3",88,62,60,70,,,
19,"1008,0","1007,4","1008,9","1008,1","17,5","10,5","7,0","6,5","11,8","17,2","12,7","13,6",80,44,61,62,,,
20,"1010,2","1009,4","1011,2","1010,3","20,0","7,1","12,9","3,9","8,1","19,4","14,0","13,9",75,26,45,49,,,
21,"1012,0","1010,4","1008,6","1010,3","20,8","6,7","14,1","2,6","9,0","20,2","13,2","13,9",68,29,53,50,,,
22,"1005,8","1001,8","1000,1","1002,6","26,7","10,4","16,3","5,1","12,2","26,6","19,1","19,3",51,25,45,40,,,
23,"998,9","996,7","995,8","997,1","24,8","16,7","8,1","13,9","16,9","23,9","19,4","19,9",59,43,63,55,,,
24,"994,9","996,9","998,1","996,6","20,0","14,3","5,7","15,5","17,0","16,3","14,3","15,5",82,89,96,89,,,
25,"996,8","995,9","995,5","996,1","21,2","12,7","8,5","9,9","14,4","20,4","17,3","17,4",90,65,84,80,,,
26,"995,8","998,9","1001,3","998,7","18,8","15,1","3,7","15,3","15,9","18,0","15,1","16,0",93,84,89,89,,,
27,"1003,3","1002,1","1002,4","1002,6","24,5","13,2","11,3","10,6","14,8","23,7","17,3","18,3",81,47,70,66,,,
28,"1001,7","1001,1","1002,3","1001,7","27,0","14,5","12,5","10,5","15,2","26,2","20,3","20,5",71,46,71,63,,,
29,"1003,0","1000,1","997,7","1000,3","26,5","14,5","12,0","12,0","15,8","25,0","19,9","20,2",77,52,76,68,,,
30,"995,5","993,8","996,5","995,3","28,6","16,8","11,8","11,7","18,8","27,3","20,8","21,9",65,40,62,56,,,
dek1,"1000,9","999,6","1000,8","1000,4","29,2","17,3","11,9","15,2","19,3","27,7","21,7","22,6",70,44,60,58,,,
dek2,"1007,9","1007,1","1007,5","1007,5","26,0","14,1","11,9","10,7","15,3","24,9","19,1","19,6",78,41,57,59,,,
dek3,"1000,8","999,8","999,8","1000,1","23,9","13,5","10,4","10,7","15,0","22,8","17,7","18,3",74,52,71,66,,,
mes,"1003,2","1002,2","1002,7","1002,7","26,4","15,0","11,4","12,2","16,5","25,1","19,5","20,2",74,45,63,61,,,
1,"13,3","12,4","10,8","12,2",ESE,"2,4",SE,"2,4",SE,"2,4","2,4","11,6",0,0,0,"0,0",.,.,.
2,"10,7","12,1","11,3","11,4",S,"2,4",SSE,"2,4",ESE,"2,4","2,4","11,4",2,3,3,"2,7",.,.,.
